ID;Name;Frequency
2951;Ясмина;17
2952;Марьяна;16
2953;Марина;16
2954;Милена;16
2955;Мелания;15
2956;Владислава;15
2957;Фатима;14
2958;Ярослава;14
2959;Лилия;13
2960;Любовь;13
2961;Олеся;13
2962;Мия;13
2963;Алия;13
2964;Алеся;12
2965;Агния;12
2966;Камила;12
2967;Карина;12
2968;Малика;12
2969;Мадина;12
2970;Светлана;12
2971;Эвелина;11
2972;Марианна;11
2973;Камилла;11
2974;Дарина;11
2975;Аиша;11
2976;Ариана;11
2977;Амелия;11
2978;Элина;11
2979;Амалия;10
2980;Айлин;10
2981;Аврора;10
2982;Евдокия;10
2983;Зоя;10
2984;Оливия;10
2985;Серафима;10
2986;Хадиджа;9
2987;Марта;9
2988;Лейла;9
2989;Каролина;9
2990;Лада;9
2991;Алисия;9
2992;Аделина;8
2993;Антонина;8
2994;Мила;8
2995;Раяна;8
2996;Сабина;8
2997;Эмма;8
2998;Юлиана;7
2999;Сара;7
3000;Лидия;7
3901;София, Софья;311
3902;Мария;249
3903;Анна;245
3904;Виктория;187
3905;Анастасия;187
3906;Алиса;185
3907;Полина;181
3908;Елизавета;180
3909;Александра;173
3910;Екатерина;162
4001;София, Софья;336
4002;Анна;270
4003;Мария;242
4004;Алиса;210
4005;Виктория;194
4006;Полина;192
4007;Екатерина;177
4008;Анастасия;175
4009;Елизавета;165
4010;Александра;161
3911;Варвара;157
3912;Вероника;142
3913;Ксения;133
3914;Дарья;129
3915;Ева;122
3916;Василиса;102
3917;Арина;101
3918;Валерия;101
3919;Милана;87
3920;Ульяна;86
3921;Маргарита;74
3922;Кира;70
3923;Таисия;70
3924;Вера;63
3925;Ольга;61
3926;Юлия;56
3927;Алина;51
3928;Алёна;50
3929;Ангелина;46
3930;Мирослава;45
3931;Амина;43
3932;Яна;41
3933;Кристина;38
3934;Евгения;35
3935;Диана;34
3936;Майя;31
3937;Стефания;30
3938;Есения;30
3939;Николь;28
3940;Сафия;26
3941;Ярослава;24
3942;Злата;23
3943;Мелания;23
3944;Самира;23
3945;Татьяна;23
3946;Эмилия;22
3947;Элина;21
3948;Ирина;21
3949;Ника;20
3950;Нина;20
3951;Марина;19
3952;Елена;19
3953;Мия;19
3954;Олеся, Алеся;19
3955;Алия;18
3956;Амелия;18
3957;Ясмина;18
3958;Светлана;17
3959;Марьям;16
3960;Аделина;16
3961;Надежда;16
3962;Милена;16
3963;Серафима;15
3964;Агата;15
3965;Зоя;15
3966;Антонина;15
3967;Аиша, Айша;14
3968;Малика;14
3969;Камилла;14
3970;Оливия;14
3971;Мадина;14
3972;Айлин;14
3973;Дарина;13
3974;Карина;12
3975;Алисия;12
3976;Амира;12
3977;Ариана;12
3978;Сара;12
3979;Лилия;11
3980;Эмма;11
3981;Агния;11
3982;Каролина;10
3983;Фатима;10
3984;Марианна;10
3985;Наталья, Наталия;10
3986;Сумая;9
3987;Лидия;8
3988;Мила;8
3989;Мелисса;8
3990;Влада;8
3991;Аглая;8
3992;Амалия;8
3993;Лиана;8
3994;Сабина;8
3995;Ася;7
3996;Юлиана;7
3997;Анисия;7
3998;Аврора;7
3999;Евангелина;7
4000;Лейла;7
4011;Дарья;159
4012;Ева;142
4013;Арина;139
4014;Варвара;136
4015;Вероника;130
4016;Василиса;114
4017;Ксения;111
4018;Милана;102
4019;Валерия;89
4020;Ульяна;78
4021;Кира;71
4022;Вера;62
4023;Маргарита;61
4024;Мирослава;61
4025;Алина;58
4026;Алёна;55
4027;Таисия;55
4028;Кристина;54
4029;Юлия;51
4030;Диана;46
4031;Амина;44
4032;Стефания;41
4033;Ольга;37
4034;Ирина;35
4035;Яна;35
4036;Майя;30
4037;Елена;30
4038;Есения;30
4039;Аделина;29
4040;Евгения;29
4041;Эмилия;29
4042;Ника;27
4043;Сафия;26
4044;Агата;25
4045;Ангелина;25
4046;Наталья, Наталия;25
4047;Марина;24
4048;Марьям;23
4049;Мелания;21
4050;Камилла, Камила;21
4051;Злата;19
4052;Мира;19
4053;Татьяна;19
4054;Дарина;19
4055;Надежда;19
4056;Милена;18
4057;Алия;18
4058;Нина;18
4059;Амелия;18
4060;Элина;18
4061;Ярослава;17
4062;Фатима;17
4063;Ясмина;15
4064;Лейла;15
4065;Владислава;14
4066;Самира;14
4067;Лилия;14
4068;Мия;14
4069;Айлин;14
4070;Эмма;14
4071;Серафима;13
4072;Любовь;13
4073;Агния;13
4074;Николь;12
4075;Аиша;12
4076;Оливия;12
4077;Малика;12
4078;Светлана;11
4079;Мадина;11
4080;Антонина;11
4081;Олеся;11
4082;Алисия;10
4083;Аглая;10
4084;Ариана;10
4085;Изабелла;9
4086;Асия;9
4087;Лидия;9
4088;Каролина;9
4089;Марианна;9
4090;Лада;9
4091;Эвелина;8
4092;Аврора;8
4093;Сара;8
4094;Сабрина;7
4095;Сумая;7
4096;Марта;7
4097;Раяна;7
4098;Амира;7
4099;Мариям;7
4100;Евдокия;7
4101;София, Софья;302
4102;Мария;236
4103;Анна;233
4104;Алиса;190
4105;Елизавета;175
4106;Виктория;161
4107;Полина;152
4108;Дарья;145
4109;Ева;143
4110;Анастасия;138
4201;София, Софья;405
4202;Анна;242
4203;Мария;229
4204;Алиса;183
4205;Полина;179
4206;Виктория;173
4207;Анастасия;164
4208;Варвара;155
4209;Елизавета;152
4210;Дарья;137
4301;София, Софья;291
4302;Мария;213
4303;Анна;210
4304;Анастасия;195
4305;Алиса;191
4306;Виктория;173
4307;Елизавета;160
4308;Александра;156
4309;Полина;155
4310;Екатерина;133
4311;Варвара;131
4312;Дарья;121
4313;Арина;117
4314;Милана;117
4315;Вероника;112
4316;Ева;110
4317;Ксения;100
4318;Василиса;88
4319;Валерия;69
4320;Маргарита;66
4321;Мирослава;62
4322;Кира;62
4323;Таисия;61
4324;Алёна;57
4325;Вера;53
4326;Ульяна;53
4327;Амина;49
4328;Алина;48
4329;Ольга;29
4330;Кристина;38
4331;Стефания;37
4332;Юлия;36
4333;Диана;35
4334;Злата;34
4335;Ангелина;34
4336;Есения;33
4337;Евгения;31
4338;Сафия;31
4339;Эмилия;26
4340;Агата;26
4341;Нина;24
4342;Яна;24
4343;Майя;23
4344;Татьяна;23
4345;Милена;21
4346;Марьям;21
4347;Аделина;21
4348;Амелия;21
4349;Ирина;21
4350;Мия;20
4351;Елена;19
4352;Дарина;19
4353;Лидия;18
4354;Айлин;18
4355;Светлана;18
4356;Ника;17
4357;Зоя;17
4358;Мадина;16
4359;Элина;16
4360;Ярослава;16
4361;Наталья, Наталия;15
4362;Аврора;15
4363;Алия;14
4364;Карина;14
4365;Олеся;14
4366;Оливия;13
4367;Мелисса;13
4368;Лейла;13
4369;Амира;13
4370;Антонина;12
4371;Аиша;12
4372;Лилия;12
4373;Пелагея;12
4374;Николь;12
4375;Самира;12
4376;Ясмина;12
4377;Малика;11
4378;Мила;11
4379;Ариана;11
4380;Агния;10
4381;Камилла, Камила;14
4382;Мира;10
4383;Марианна;10
4384;Надежда;10
4385;Сабина;10
4386;Серафима;10
4387;Марина;9
4388;Мелания;9
4389;Алеся;9
4390;Амалия;9
4391;Анисия;8
4392;Асия;8
4393;Медина;8
4394;Любовь;8
4395;Фатима;8
4396;Эмма;7
4397;Марьяна;7
4398;Раяна;7
4399;Регина;7
4400;Алла;7
4111;Ксения;135
4112;Александра;134
4113;Екатерина;121
4114;Вероника;113
4115;Арина;108
4116;Варвара;108
4117;Василиса;105
4118;Милана;88
4119;Валерия;78
4120;Кира;77
4121;Ульяна;71
4122;Вера;62
4123;Амина;50
4124;Таисия;50
4125;Алина;46
4126;Маргарита;45
4127;Сафия;44
4128;Кристина;44
4129;Мирослава;42
4130;Алёна;41
4131;Есения;33
4132;Диана;32
4133;Ангелина;30
4134;Ольга;29
4135;Надежда;27
4136;Стефания;27
4137;Юлия;25
4138;Майя;25
4139;Евгения;25
4140;Камилла;24
4141;Эмилия;24
4142;Злата;23
4143;Дарина;22
4144;Ясмина;22
4145;Ника;22
4146;Татьяна;21
4147;Элина;20
4148;Марьям;20
4149;Ирина;20
4150;Агата;20
4151;Аделина;19
4152;Алия;18
4153;Амелия;18
4154;Самира;18
4155;Ярослава;16
4156;Яна;16
4157;Елена;16
4158;Лидия;15
4159;Оливия;15
4160;Олеся;14
4161;Мия;14
4162;Нина;14
4163;Марианна;14
4164;Ариана;14
4165;Аиша;14
4166;Мелания;13
4167;Николь;13
4168;Фатима;13
4169;Милена;12
4170;Амира;12
4171;Зоя;12
4172;Агния;11
4173;Марина;11
4174;Малика;11
4175;Лилия;11
4176;Любовь;11
4177;Мадина;10
4178;Мира;10
4179;Светлана;10
4180;Тамара;10
4181;Владислава;10
4182;Лея;9
4183;Лейла;9
4184;Алисия;9
4185;Серафима;9
4186;Сабина;9
4187;Марьяна;9
4188;Альбина;8
4189;Аврора;8
4190;Айлин;8
4191;Амалия;8
4192;Каролина;8
4193;Карина;8
4194;Лада;8
4195;Влада;7
4196;Мила;7
4197;Салима;7
4198;Раяна;6
4199;Сумая;6
4200;Эвелина;6
4211;Александра;136
4212;Вероника;134
4213;Арина;128
4214;Екатерина;119
4215;Ева;115
4216;Ксения;113
4217;Василиса;98
4218;Вера;83
4219;Милана;75
4220;Валерия;74
4221;Таисия;71
4222;Кира;65
4223;Ульяна;50
4224;Мирослава;50
4225;Маргарита;49
4226;Есения;48
4227;Алёна;48
4228;Алина;47
4229;Диана;47
4230;Злата;38
4231;Амина;37
4232;Татьяна;36
4233;Сафия;36
4234;Кристина;34
4235;Стефания;33
4236;Евгения;31
4237;Аделина;31
4238;Эмилия;30
4239;Елена;28
4240;Ольга;27
4241;Ирина;26
4242;Яна;25
4243;Ангелина;24
4244;Юлия;23
4245;Марьям;22
4246;Алия;22
4247;Дарина;21
4248;Мия;21
4249;Марина;21
4250;Любовь;20
4251;Надежда;19
4252;Майя;19
4253;Нина;18
4254;Ника;17
4255;Ярослава;17
4256;Светлана;17
4257;Серафима;17
4258;Элина;15
4259;Камилла, Камила;14
4260;Ясмина;14
4261;Лидия;14
4262;Агата;14
4263;Зоя;13
4264;Николь;13
4265;Оливия;13
4266;Мира;13
4267;Милена;12
4268;Фатима;12
4269;Амира;12
4270;Антонина;12
4271;Ариана;12
4272;Аиша;11
4273;Алисия;11
4274;Самира;11
4275;Эмма;10
4276;Малика;10
4277;Мадина;10
4278;Мелания;10
4279;Раяна;10
4280;Наталья;10
4281;Амелия;10
4282;Амалия;9
4283;Анфиса;9
4284;Асия;9
4285;Агния;9
4286;Владислава;9
4287;Олеся;9
4288;Сабина;9
4289;Эвелина;8
4290;Пелагея;8
4291;Марьяна;8
4292;Лилия;8
4293;Каролина;7
4294;Влада;7
4295;Аврора;7
4296;Айлин;7
4297;Алла;7
4298;Аниса;7
4299;Альбина;7
4300;Марианна;7
4401;София, Софья;282
4402;Мария;210
4403;Анна;209
4404;Виктория;185
4405;Алиса;182
4406;Анастасия;172
4407;Варвара;166
4408;Полина;159
4409;Елизавета;156
4410;Екатерина;149
4411;Александра;129
4412;Ева;122
4413;Ксения;112
4414;Василиса;109
4415;Арина;109
4416;Дарья;98
4417;Вероника;90
4418;Валерия;83
4419;Милана;79
4420;Ульяна;67
4421;Кира;63
4422;Таисия;49
4423;Вера;48
4424;Алина;48
4425;Маргарита;45
4426;Мирослава;44
4427;Эмилия;41
4428;Алёна;39
4429;Диана;39
4430;Кристина;36
4431;Стефания;36
4432;Ольга;35
4433;Амина;32
4434;Есения;31
4435;Злата;28
4436;Ангелина;28
4437;Марьям;28
4438;Юлия;28
4439;Яна;28
4440;Татьяна;26
4441;Агата;26
4442;Аделина;25
4443;Евгения;25
4444;Сафия;25
4445;Майя;22
4446;Елена;22
4447;Ника;20
4448;Мелания;19
4449;Николь;18
4450;Камилла, Камила;17
4451;Дарина;16
4452;Карина;16
4453;Амелия;15
4454;Оливия;15
4455;Милена;15
4456;Мия;14
4457;Малика;14
4458;Нина;14
4459;Надежда;14
4460;Ирина;14
4461;Аиша;13
4462;Ярослава;13
4463;Элина;12
4464;Светлана;12
4465;Самира;12
4466;Аврора;12
4467;Лидия;12
4468;Ариана;11
4469;Серафима;11
4470;Фатима;11
4471;Марьяна;11
4472;Мира;11
4473;Любовь;10
4474;Сабина;10
4475;Ясмина;10
4476;Теона;10
4477;Амира;10
4478;Алия;10
4479;Зоя;10
4480;Лилия;9
4481;Лейла;9
4482;Наталья;9
4483;Мадина;9
4484;Лиана;8
4485;Марианна;8
4486;Марина;8
4487;Мила;8
4488;Сабрина;8
4489;Эмма;8
4490;Айлин;8
4491;Агния;8
4492;Антонина;8
4493;Валентина;7
4494;Каролина;7
4495;Тамара;7
4496;Сумая;6
4497;Олеся;6
4498;Марта;6
4499;Марфа;6
4500;Мариам;6
4501;София, Софья;285
4502;Мария;215
4503;Анна;194
4504;Алиса;193
4505;Виктория;178
4506;Анастасия;175
4507;Полина;170
4508;Александра;130
4509;Елизавета;126
4510;Екатерина;124
4601;София, Софья;240
4602;Мария;216
4603;Анна;177
4604;Алиса;153
4605;Полина;149
4606;Ксения;148
4607;Анастасия;143
4608;Варвара;132
4609;Александра;131
4610;Виктория;121
4511;Варвара;123
4512;Дарья;107
4513;Ксения;107
4514;Милана;102
4515;Ева;101
4516;Василиса;99
4517;Арина;90
4518;Вероника;86
4519;Кира;77
4520;Валерия;74
4521;Ульяна;59
4522;Таисия;50
4523;Маргарита;50
4524;Вера;49
4525;Евгения;46
4526;Мирослава;44
4527;Диана;41
4528;Алина;38
4529;Кристина;36
4530;Амина;35
4531;Ольга;35
4532;Татьяна;34
4533;Эмилия;34
4534;Есения;33
4535;Юлия;32
4536;Стефания;31
4537;Ангелина;29
4538;Марьям;26
4539;Аделина;25
4540;Дарина;25
4541;Яна;25
4542;Мелания;24
4543;Ника;24
4544;Сафия;23
4545;Алёна;23
4546;Ирина;22
4547;Ясмина;20
4548;Елена;19
4549;Надежда;19
4550;Мия;19
4551;Элина;18
4552;Алия;18
4553;Агата;16
4554;Николь;16
4555;Нина;15
4556;Майя;14
4557;Айлин;13
4558;Каролина;13
4559;Камилла, Камила;13
4560;Злата;12
4561;Аиша;12
4562;Алисия;12
4563;Олеся;12
4564;Оливия;12
4565;Самира;12
4566;Светлана;12
4567;Серафима;11
4568;Амелия;11
4569;Валентина;11
4570;Амира;10
4571;Аврора;10
4572;Наталья;10
4573;Мира;10
4574;Ярослава;10
4575;Мадина;9
4576;Теона;9
4577;Арууке;9
4578;Зоя;9
4579;Лейла;9
4580;Лидия;9
4581;Карина;8
4582;Евангелина;8
4583;Антонина;8
4584;Ариана;8
4585;Эвелина;8
4586;Фатима;8
4587;Марьяна;8
4588;Марианна;8
4589;Марина;8
4590;Моника;8
4591;Милена;8
4592;Раяна;8
4593;Регина;7
4594;Медина;7
4595;Малика;7
4596;Хадиджа;7
4597;Тамара;7
4598;Асия;7
4599;Аяна;6
4600;Агния;6
4611;Елизавета;120
4612;Арина;106
4613;Ева;100
4614;Екатерина;95
4615;Дарья;94
4616;Василиса;91
4617;Милана;85
4618;Вероника;74
4619;Таисия;61
4620;Валерия;59
4621;Вера;56
4622;Кира;52
4623;Мирослава;45
4624;Алина;43
4625;Амина;38
4626;Ульяна;38
4627;Маргарита;37
4628;Ольга;37
4629;Татьяна;35
4630;Диана;35
4631;Алёна;31
4632;Сафия;29
4633;Эмилия;27
4634;Злата;26
4635;Кристина;25
4636;Ника;25
4637;Марьям;24
4638;Евгения;24
4639;Есения;23
4640;Юлия;23
4641;Ясмина;23
4642;Мия;22
4643;Стефания;21
4644;Нина;20
4645;Майя;19
4646;Аделина;19
4647;Аиша;19
4648;Агата;18
4649;Ирина;18
4650;Дарина;17
4651;Ярослава;17
4652;Оливия;16
4653;Елена;16
4654;Амелия;16
4655;Амира;15
4656;Агния;15
4657;Ангелина;15
4658;Алия;14
4659;Элина;14
4660;Николь;14
4661;Яна;13
4662;Лидия;13
4663;Камилла, Камила;13
4664;Антонина;12
4665;Валентина;12
4666;Виолетта;12
4667;Эвелина;12
4668;Серафима;12
4669;Малика;12
4670;Мадина;11
4671;Мелисса;11
4672;Мира;11
4673;Самира;11
4674;Светлана;10
4675;Фатима;10
4676;Мелания;10
4677;Лейла;10
4678;Каролина;10
4679;Евангелина;10
4680;Владислава;10
4681;Марьяна;9
4682;Марианна;9
4683;Марина;9
4684;Любовь;9
4685;Надежда;9
4686;Сабина;9
4687;Раяна;8
4688;Милена;8
4689;Карина;8
4690;Лада;8
4691;Лилия;8
4692;Анжелика;8
4693;Ариана;8
4694;Алсу;7
4695;Алисия;7
4696;Аврора;7
4697;Зоя;7
4698;Евдокия;7
4699;Мила;7
4700;Олеся;7
4701;София, Софья;264
4702;Мария;222
4703;Анна;216
4704;Александра;159
4705;Виктория;158
4706;Полина;151
4707;Алиса;150
4708;Дарья;145
4709;Елизавета;134
4710;Варвара;134
4711;Ева;124
4712;Анастасия;119
4713;Ксения;119
4714;Василиса;113
4715;Екатерина;109
4716;Арина;108
4717;Вероника;93
4718;Милана;81
4719;Кира;74
4720;Валерия;72
4721;Ульяна;60
4722;Таисия;54
4723;Вера;53
4724;Алина;52
4725;Алёна;51
4726;Маргарита;50
4727;Кристина;45
4728;Амина;42
4729;Мирослава;40
4730;Есения;39
4731;Диана;38
4732;Ольга;38
4733;Эмилия;34
4734;Юлия;34
4735;Евгения;30
4736;Стефания;29
4737;Дарина;25
4738;Марьям;24
4739;Аделина;24
4740;Сафия;24
4741;Татьяна;24
4742;Ангелина;24
4743;Яна;23
4744;Мия;23
4745;Марта;22
4746;Агата;22
4747;Ясмина;22
4748;Надежда;21
4749;Елена;21
4750;Ирина;20
4751;Майя;20
4752;Злата;20
4753;Ника;20
4754;Марина;20
4755;Камилла, Камила;18
4756;Фатима;17
4757;Светлана;17
4758;Николь;16
4759;Оливия;15
4760;Лилия;15
4761;Амелия;15
4762;Элина;14
4763;Мадина;14
4764;Милена;14
4765;Алия;14
4766;Аиша;13
4767;Амира;13
4768;Самира;13
4769;Антонина;13
4770;Любовь;13
4772;Наталья, Наталия;13
4771;Мелания;13
4773;Айлин;12
4774;Марьяна;12
4775;Марианна;12
4776;Олеся, Алеся;12
4777;Евангелина;11
4778;Валентина;11
4779;Сабина;11
4780;Сара;11
4781;Ариана;11
4782;Малика;11
4783;Мила;11
4784;Лидия;11
4785;Карина;10
4786;Зоя;10
4787;Владислава;10
4788;Тамара;10
4789;Нина;9
4790;Эвелина;9
4791;Сумая;9
4792;Пелагея;9
4793;Сабрина;9
4794;Афина;8
4795;Регина;8
4796;Агния;8
4797;Каролина;8
4798;Евдокия;7
4799;Раяна;7
4800;Ярослава;7
4801;София, Софья;280
4802;Мария;191
4803;Анна;173
4804;Алиса;164
4805;Анастасия;163
4806;Полина;155
4807;Виктория;147
4808;Ева;140
4809;Дарья;138
4810;Варвара;133
4811;Александра;132
4812;Екатерина;132
4813;Василиса;118
4814;Арина;110
4815;Ксения;104
4816;Елизавета;95
4817;Вероника;95
4818;Валерия;80
4819;Ульяна;72
4820;Таисия;70
4821;Милана;67
4822;Вера;67
4823;Кира;63
4824;Диана;54
4825;Мирослава;50
4826;Маргарита;47
4827;Алёна;46
4828;Амина;42
4829;Кристина;41
4830;Ольга;41
4831;Алина;40
4832;Есения;35
4833;Майя;31
4834;Ника;30
4835;Юлия;30
4836;Яна;30
4837;Злата;29
4838;Стефания;27
4839;Мия;27
4840;Сафия;27
4841;Евгения;25
4842;Агата;25
4843;Ангелина;25
4844;Камилла, Камила;24
4845;Амелия;23
4846;Аделина;23
4847;Марьям;20
4848;Надежда;19
4849;Татьяна;19
4850;Эмилия;18
4851;Ясмина;17
4852;Алия;17
4853;Дарина;17
4854;Антонина;16
4855;Нина;16
4856;Марина;15
4857;Агния;15
4858;Лейла;15
4859;Лидия;14
4860;Ирина;14
4861;Елена;14
4862;Марта;14
4863;Николь;14
4864;Светлана;14
4865;Элина;14
4866;Наталья, Наталия;13
4867;Карина;13
4868;Малика;13
4869;Айлин;12
4870;Асия;12
4871;Амалия;11
4872;Каролина;11
4873;Марьяна;11
4874;Мира;11
4875;Фатима;10
4876;Зоя;10
4877;Аглая;10
4878;Алла;9
4879;Любовь;9
4880;Теона;9
4881;Ярослава;9
4882;Самира;9
4883;Раяна;9
4884;Олеся;8
4885;Оливия;8
4886;Сабина;8
4887;Марианна;8
4888;Лея;8
4889;Анжелика;8
4890;Амира;7
4891;Ариана;7
4892;Аврора;7
4893;Владислава;7
4894;Медина;7
4895;Мила;6
4896;Милена;6
4897;Эвелина;6
4898;Евангелина;6
4899;Лилия;6
4900;Лада;6
4901;София, Софья;281
4902;Виктория;206
4903;Мария;204
4904;Анастасия;186
4905;Алиса;184
4906;Анна;176
4907;Александра;150
4908;Полина;150
4909;Ева;141
4910;Екатерина;131
4911;Елизавета;130
4912;Дарья;121
4913;Арина;115
4914;Варвара;111
4915;Василиса;108
4916;Милана;97
4917;Вероника;93
4918;Ксения;87
4919;Валерия;73
4920;Таисия;66
4921;Кира;63
4922;Ульяна;60
4923;Майя;58
4924;Вера;52
4925;Маргарита;51
4926;Мирослава;51
4927;Алёна;50
4928;Кристина;46
4929;Алина;45
4930;Ника;41
4931;Амина;38
4932;Юлия;37
4933;Сафия;34
4934;Диана;32
4935;Есения;30
4936;Ольга;30
4937;Ангелина;29
4938;Дарина;28
4939;Татьяна;26
4940;Яна;26
4941;Евгения;25
4942;Ирина;24
4943;Стефания;24
4944;Марьям;24
4945;Злата;23
4946;Аделина;23
4947;Эмилия;23
4948;Агата;20
4949;Мия;18
4950;Милена;17
4951;Оливия;17
4952;Лилия;17
4953;Амалия;17
4954;Ярослава;17
4955;Ясмина;17
4956;Алия;16
4957;Елена;16
4958;Малика;16
4959;Марина;15
4960;Нина;15
4961;Мелания;14
4962;Амелия;14
4963;Элина;13
4964;Эмма;12
4965;Айлин;12
4966;Айша;12
4967;Аврора;12
4968;Зоя;12
4969;Светлана;12
4970;Фатима;12
4971;Николь;11
4972;Олеся;11
4973;Наталья;11
4974;Валентина;11
4975;Амира;10
4976;Камилла;10
4977;Евдокия;10
4978;Мира;10
4979;Надежда;10
4980;Людмила;10
4981;Самира;10
4982;Сабина;9
4983;Тамара;9
4984;Теона;9
4985;Хадиджа;9
4986;Мадина;9
4987;Марта;9
4988;Ариана;9
4989;Владислава;8
4990;Лада;8
4991;Каролина;8
4992;Мелисса;8
4993;Лейла;8
4994;Лидия;8
4995;Хадижа;8
4996;Эвелина;8
4997;Серафима;7
4998;Любовь;7
4999;Марьяна;7
5000;Медина;7
5001;София, Софья;285
5002;Анна;216
5003;Мария;206
5004;Виктория;183
5005;Алиса;174
5006;Анастасия;158
5007;Полина;157
5008;Елизавета;148
5009;Варвара;136
5010;Екатерина;135
5011;Ева;132
5012;Дарья;120
5013;Александра;115
5014;Василиса;113
5015;Вероника;112
5016;Ксения;111
5017;Арина;96
5018;Валерия;81
5019;Милана;74
5020;Ульяна;68
5021;Маргарита;65
5022;Вера;65
5023;Таисия;60
5024;Мирослава;57
5025;Кира;53
5026;Алёна;52
5027;Алина;49
5028;Диана;43
5029;Майя;42
5030;Сафия;40
5031;Амина;34
5032;Есения;33
5033;Кристина;32
5034;Ольга;31
5035;Стефания;28
5036;Юлия;28
5037;Ангелина;28
5038;Яна;27
5039;Эмилия;25
5040;Елена;25
5041;Евгения;23
5042;Дарина;23
5043;Злата;22
5044;Аделина;22
5045;Элина;22
5046;Марьям;21
5047;Амелия;21
5048;Агата;20
5049;Оливия;20
5050;Надежда;20
5051;Мия;19
5052;Мадина;19
5053;Ирина;19
5054;Мелания;17
5055;Милена;17
5101;София, Софья;300
5102;Анна;227
5103;Мария;223
5104;Алиса;189
5105;Виктория;187
5056;Ника;17
5057;Камила, Камилла;17
5058;Раяна;16
5059;Алия;16
5106;Анастасия;183
5060;Нина;15
5061;Николь;14
5107;Елизавета;156
5062;Мира;14
5063;Марина;14
5108;Полина;153
5064;Сабина;14
5109;Варвара;145
5065;Амира;14
5066;Аиша;14
5067;Айлин;13
5068;Аврора;13
5069;Лидия;13
5070;Серафима;13
5071;Фатима;13
5072;Ярослава;12
5073;Татьяна;12
5074;Агния;12
5075;Амалия;12
5076;Антонина;11
5077;Лейла;11
5078;Зоя;11
5079;Светлана;11
5080;Олеся;11
5081;Мелисса;10
5082;Самира;10
5083;Тамара;10
5084;Ясмина;10
5085;Лилия;9
5086;Валентина;9
5110;Ева;137
5087;Владислава;9
5088;Карина;8
5089;Каролина;8
5090;Алеся;8
5091;Медина;8
5111;Василиса;130
5092;Марьяна;8
5093;Мила;7
5094;Марианна;7
5112;Екатерина;129
5095;Наталья;7
5113;Александра;126
5096;Пелагея;7
5097;Моника;7
5098;Теона;7
5114;Дарья;120
5099;Хадиджа;7
5115;Арина;114
5100;Аделя;7
5116;Ксения;110
5117;Ульяна;103
5118;Вероника;100
5119;Валерия;91
5120;Милана;86
5121;Кира;74
5122;Юлия;73
5123;Вера;66
5124;Мирослава;65
5125;Маргарита;64
5126;Таисия;59
5127;Амина;56
5128;Алина;56
5129;Ольга;55
5130;Алёна;54
5131;Есения;49
5132;Диана;46
5133;Кристина;45
5134;Ангелина;44
5135;Эмилия;43
5136;Сафия;40
5137;Злата;35
5138;Татьяна;32
5139;Николь;32
5140;Мия;31
5141;Евгения;31
5142;Агата;30
5143;Стефания;30
5144;Амелия;29
5145;Аделина;28
5146;Яна;26
5147;Майя;25
5148;Елена;24
5149;Дарина;23
5150;Ясмина;23
5151;Ярослава;21
5152;Марьям;20
5153;Ника;20
5154;Камилла, Камила;20
5155;Милена;19
5156;Марина;19
5157;Лидия;17
5158;Нина;16
5159;Серафима;16
5160;Ирина;16
5161;Антонина;15
5162;Оливия;15
5163;Раяна;15
5164;Надежда;15
5165;Мила;15
5166;Мира;15
5167;Элина;15
5168;Лилия;14
5169;Марьяна;14
5170;Аиша;14
5171;Каролина;13
5172;Мелания;13
5173;Светлана;13
5174;Фатима;13
5175;Малика;12
5176;Марианна;12
5177;Мадина;12
5178;Любовь;12
5179;Карина;12
5180;Алия;12
5181;Аврора;11
5182;Ариана;10
5183;Валентина;9
5184;Лейла;9
5185;Марта;9
5186;Самира;9
5187;Сабина;9
5188;Олеся;9
5189;Пелагея;8
5190;Сара;8
5191;Аглая;8
5192;Агния;8
5193;Зоя;8
5194;Владислава;8
5195;Лада;7
5196;Амира;7
5197;Салиха;7
5198;Лея;7
5199;Наталья;7
5200;Моника;6
5202;Анна;254
5201;София, Софья;322
5203;Мария;214
5204;Виктория;207
5205;Алиса;185
5206;Дарья;171
5207;Полина;165
5208;Анастасия;161
5209;Ева;158
5210;Елизавета;141
5211;Александра;134
5212;Екатерина;134
5213;Вероника;131
5214;Ксения;130
5215;Варвара;129
5216;Арина;127
5217;Василиса;102
5218;Милана;92
5219;Валерия;90
5220;Ульяна;78
5221;Мирослава;78
5222;Кира;66
5223;Таисия;60
5224;Маргарита;59
5225;Кристина;55
5226;Юлия;53
5227;Вера;52
5228;Алёна;52
5229;Есения;47
5230;Алина;47
5231;Ольга;43
5232;Эмилия;41
5233;Диана;35
5234;Ангелина;34
5235;Ника;33
5236;Татьяна;31
5237;Агата;30
5238;Мия;30
5239;Марьям;30
5240;Яна;28
5241;Амина;28
5242;Стефания;28
5243;Амелия;27
5244;Николь;27
5245;Злата;26
5246;Сафия;24
5247;Евгения;23
5248;Оливия;23
5249;Нина;22
5250;Дарина;22
5251;Майя;22
5252;Аделина;21
5253;Надежда;20
5254;Амира;20
5255;Серафима;20
5256;Елена;20
5257;Фатима;19
5258;Алия;19
5259;Милена;18
5260;Ясмина;18
5261;Ярослава;18
5262;Ирина;18
5263;Светлана;18
5264;Амалия;18
5265;Ариана;17
5266;Элина;17
5267;Айлин;16
5268;Мадина;15
